Date(UTC),Julian Date,MET,TS,Photon Flux [0.1-100 GeV](photons cm-2 s-1),Photon Flux Error(photons cm-2 s-1)
Mar 11 2022,2459649.9999537000,668692801,61.14,4.81E-08,1.36E-08
Mar 18 2022,2459656.9999537000,669297601,41.2,4.15E-08,1.35E-08
Mar 25 2022,2459663.9999537000,669902401,35.89,3.71E-08,1.32E-08
Apr 01 2022,2459670.9999537000,670507201,89.92,6.76E-08,1.68E-08
Apr 08 2022,2459677.9999537000,671112001,21.1,2.94E-08,1.22E-08
Apr 15 2022,2459684.9999537000,671716801,41.17,3.63E-08,1.2E-08
Apr 22 2022,2459691.9999537000,672321601,65.81,6.27E-08,1.71E-08
Apr 29 2022,2459698.9999537000,672926401,14.51,2.97E-08,1.71E-08
May 06 2022,2459705.9999537000,673531201,66.75,5.13E-08,1.49E-08
May 13 2022,2459712.9999537000,674136001,68.2,6.96E-08,1.76E-08
May 20 2022,2459719.9999537000,674740801,81.15,5.95E-08,1.53E-08
May 27 2022,2459726.9999537000,675345601,58.57,4.14E-08,1.3E-08
Jun 03 2022,2459733.9999537000,675950401,60.59,5.55E-08,1.55E-08
Jun 10 2022,2459740.9999537000,676555201,97.64,5.83E-08,1.49E-08
Jun 17 2022,2459747.9999537000,677160001,27.5,5.11E-08,1.93E-08
Jun 24 2022,2459754.9999537000,677764801,45.36,3.2E-08,1.16E-08
Jul 01 2022,2459761.9999537000,678369601,57.49,5.2E-08,1.56E-08
Jul 08 2022,2459768.9999537000,678974401,57.9,4.96E-08,1.42E-08
Jul 15 2022,2459775.9999537000,679579201,52.57,4.24E-08,1.35E-08
Jul 22 2022,2459782.9999537000,680184001,112.91,5.75E-08,1.33E-08
Jul 29 2022,2459789.9999537000,680788801,55.3,3.71E-08,1.02E-08
Aug 05 2022,2459796.9999537000,681393601,119.49,7.68E-08,1.56E-08
Aug 12 2022,2459803.9999537000,681998401,68.58,5.93E-08,1.48E-08
Aug 19 2022,2459810.9999537000,682603201,66.69,5.56E-08,1.48E-08
Aug 26 2022,2459817.9999537000,683208001,115.48,8.74E-08,1.87E-08
Sep 02 2022,2459824.9999537000,683812801,38.29,4.34E-08,1.42E-08
Sep 09 2022,2459831.9999537000,684417601,67.12,5.76E-08,1.5E-08
Sep 16 2022,2459838.9999537000,685022401,74.09,4.91E-08,1.24E-08
Sep 23 2022,2459845.9999537000,685627201,33.51,3.27E-08,1.25E-08
Sep 30 2022,2459852.9999537000,686232001,46.86,4.45E-08,1.43E-08
Oct 07 2022,2459859.9999537000,686836801,69.91,4.75E-08,1.3E-08
Oct 14 2022,2459866.9999537000,687441601,129.62,6.72E-08,1.36E-08
Oct 21 2022,2459873.9999537000,688046401,36.84,4.01E-08,1.35E-08
Oct 28 2022,2459880.9999537000,688651201,23.84,4.12E-08,1.42E-08
Nov 04 2022,2459887.9999537000,689256001,98.03,6.58E-08,1.61E-08
Nov 11 2022,2459894.9999537000,689860801,106.58,7.27E-08,1.72E-08
Nov 18 2022,2459901.9999537000,690465601,74.46,5.65E-08,1.43E-08
Nov 25 2022,2459908.9999537000,691070401,20.93,3.2E-08,1.34E-08
Dec 02 2022,2459915.9999537000,691675201,38.97,3.97E-08,1.2E-08
Dec 09 2022,2459922.9999537000,692280001,87.41,5.83E-08,1.49E-08
Dec 16 2022,2459929.9999537000,692884801,135.43,7.79E-08,1.67E-08
Dec 23 2022,2459936.9999537000,693489601,110.44,7.27E-08,1.59E-08
Dec 30 2022,2459943.9999537000,694094401,107.69,5.26E-08,1.23E-08
Jan 06 2023,2459950.9999537000,694699201,215.73,8.94E-08,1.45E-08
Jan 13 2023,2459957.9999537000,695304001,67.48,3.8E-08,1.03E-08
Jan 20 2023,2459964.9999537000,695908801,84.55,6.53E-08,1.53E-08
Jan 27 2023,2459971.9999537000,696513601,119.89,8.53E-08,1.89E-08
Feb 03 2023,2459978.9999537000,697118401,142.31,1.01E-07,2.02E-08
Feb 10 2023,2459985.9999537000,697723201,235.82,1.33E-07,2.1E-08
Feb 17 2023,2459992.9999537000,698328001,171.33,1.15E-07,1.92E-08
Feb 24 2023,2459999.9999537000,698932801,202.75,9.79E-08,1.63E-08
Mar 03 2023,2460006.9999537000,699537601,148.18,8.35E-08,1.58E-08
Mar 10 2023,2460013.9999537000,700142401,166.93,9.53E-08,1.69E-08
Mar 17 2023,2460020.9999537000,700747201,179.18,8.43E-08,1.52E-08
Mar 24 2023,2460027.9999537000,701352001,117.79,8.24E-08,1.78E-08
Mar 31 2023,2460034.9999537000,701956801,176.61,1.05E-07,1.96E-08
Apr 07 2023,2460041.9999537000,702561601,167.64,1.07E-07,2.06E-08
Apr 14 2023,2460048.9999537000,703166401,110.08,8.07E-08,1.71E-08
Apr 21 2023,2460055.9999537000,703771201,215.58,1.39E-07,2.2E-08
Apr 28 2023,2460062.9999537000,704376001,160.94,1.1E-07,2.24E-08
May 05 2023,2460069.9999537000,704980801,43.27,7.12E-08,2.53E-08
May 12 2023,2460076.9999537000,705585601,196.17,1.12E-07,2.04E-08
May 19 2023,2460083.9999537000,706190401,151.25,1.08E-07,2.08E-08
May 26 2023,2460090.9999537000,706795201,71.26,5.94E-08,1.51E-08
Jun 02 2023,2460097.9999537000,707400001,66.59,5.56E-08,1.54E-08
Jun 09 2023,2460104.9999537000,708004801,119.6,7.92E-08,1.65E-08
Jun 16 2023,2460111.9999537000,708609601,80.55,8.35E-08,1.96E-08
Jun 23 2023,2460118.9999537000,709214401,33.13,4.48E-08,1.67E-08
Jun 30 2023,2460125.9999537000,709819201,134.05,7.75E-08,1.73E-08
Jul 07 2023,2460132.9999537000,710424001,97.68,7.02E-08,1.7E-08
Jul 14 2023,2460139.9999537000,711028801,65.46,6.06E-08,1.65E-08
Jul 21 2023,2460146.9999537000,711633601,161.06,9.93E-08,1.94E-08
Jul 28 2023,2460153.9999537000,712238401,164.47,6.17E-08,1.21E-08
Aug 04 2023,2460160.9999537000,712843201,126.03,6.71E-08,1.4E-08
Aug 11 2023,2460167.9999537000,713448001,117.29,6.8E-08,1.41E-08
Aug 18 2023,2460174.9999537000,714052801,111.92,7.12E-08,1.59E-08
Aug 25 2023,2460181.9999537000,714657601,79,5.25E-08,1.55E-08
Sep 01 2023,2460188.9999537000,715262401,30.49,3.74E-08,1.43E-08
Sep 08 2023,2460195.9999537000,715867201,42.75,4.32E-08,1.4E-08
Sep 15 2023,2460202.9999537000,716472001,63.6,4.32E-08,1.25E-08
Sep 22 2023,2460209.9999537000,717076801,112.53,5.48E-08,1.32E-08
Sep 29 2023,2460216.9999537000,717681601,65.4,5.65E-08,1.52E-08
Oct 06 2023,2460223.9999537000,718286401,47.19,4.34E-08,1.31E-08
Oct 13 2023,2460230.9999537000,718891201,50.89,3.71E-08,1.14E-08
Oct 20 2023,2460237.9999537000,719496001,58.83,3.23E-08,1.07E-08
Oct 27 2023,2460244.9999537000,720100801,33.78,3.04E-08,1.18E-08
Nov 03 2023,2460251.9999537000,720705601,64.56,4.26E-08,1.3E-08
Nov 10 2023,2460258.9999537000,721310401,54.06,4.31E-08,1.41E-08
Nov 24 2023,2460272.9999537000,722520001,54.39,3.11E-08,1.18E-08
Dec 01 2023,2460279.9999537000,723124801,43.04,3.28E-08,1.16E-08
Dec 08 2023,2460286.9999537000,723729601,58.86,3.62E-08,1.19E-08
Dec 15 2023,2460293.9999537000,724334401,40.62,5.04E-08,1.49E-08
Dec 22 2023,2460300.9999537000,724939201,64.47,4.75E-08,1.39E-08
Dec 29 2023,2460307.9999537000,725544001,41.36,3.35E-08,1.23E-08
Jan 05 2024,2460314.9999537000,726148801,51.33,3.49E-08,1.02E-08
Jan 12 2024,2460321.9999537000,726753601,74.1,4.52E-08,1.09E-08
Jan 26 2024,2460335.9999537000,727963201,56.61,4.42E-08,1.3E-08
Feb 02 2024,2460342.9999537000,728568001,84.27,6.56E-08,1.52E-08
Feb 09 2024,2460349.9999537000,729172801,32.07,4.36E-08,1.32E-08
Feb 16 2024,2460356.9999537000,729777601,45.06,2.93E-08,1.13E-08
Feb 23 2024,2460363.9999537000,730382401,175.92,9.27E-08,1.66E-08
Mar 01 2024,2460370.9999537000,730987201,134.51,7.08E-08,1.53E-08
Mar 08 2024,2460377.9999537000,731592001,127,6.98E-08,1.5E-08
Mar 15 2024,2460384.9999537000,732196801,161.09,7.33E-08,1.48E-08
Mar 22 2024,2460391.9999537000,732801601,57.8,5.01E-08,1.33E-08
Mar 29 2024,2460398.9999537000,733406401,78.23,4.84E-08,1.39E-08
Apr 05 2024,2460405.9999537000,734011201,50.12,5.37E-08,1.51E-08
Apr 12 2024,2460412.9999537000,734616001,59.13,5.31E-08,1.41E-08
Apr 19 2024,2460419.9999537000,735220801,22.09,3.38E-08,1.31E-08
Apr 26 2024,2460426.9999537000,735825601,75.08,6.29E-08,1.57E-08
May 03 2024,2460433.9999537000,736430401,16.56,3.59E-08,1.7E-08
May 10 2024,2460440.9999537000,737035201,35.67,6.65E-08,2.05E-08
May 17 2024,2460447.9999537000,737640001,83.19,6.31E-08,1.69E-08
May 24 2024,2460454.9999537000,738244801,204.87,1.23E-07,2.1E-08
May 31 2024,2460461.9999537000,738849601,181.41,9.93E-08,1.92E-08
Jun 07 2024,2460468.9999537000,739454401,35.67,2.93E-08,1.2E-08
Jun 14 2024,2460475.9999537000,740059201,113.65,5.73E-08,1.34E-08
Jun 21 2024,2460482.9999537000,740664001,62.13,5.91E-08,1.81E-08
Jun 28 2024,2460489.9999537000,741268801,120.7,7.14E-08,1.66E-08
Jul 05 2024,2460496.9999537000,741873601,41.69,5.93E-08,1.7E-08
Jul 12 2024,2460503.9999537000,742478401,106.43,7.2E-08,1.72E-08
Jul 19 2024,2460510.9999537000,743083201,84.56,6.75E-08,1.67E-08
Jul 26 2024,2460517.9999537000,743688001,34.24,3.55E-08,1.17E-08
Aug 02 2024,2460524.9999537000,744292801,162.57,6.86E-08,1.3E-08
Aug 09 2024,2460531.9999537000,744897601,76.19,4.79E-08,1.24E-08
Aug 16 2024,2460538.9999537000,745502401,108.35,8.87E-08,1.77E-08
Aug 23 2024,2460545.9999537000,746107201,80.14,7.13E-08,1.67E-08
Aug 30 2024,2460552.9999537000,746712001,36.07,4.07E-08,1.45E-08
Sep 13 2024,2460566.9999537000,747921601,253.76,1.42E-07,2.3E-08
Sep 20 2024,2460573.9999537000,748526401,158.66,8.71E-08,1.53E-08
Sep 27 2024,2460580.9999537000,749131201,35.66,4.17E-08,1.45E-08
Oct 04 2024,2460587.9999537000,749736001,166.27,8.63E-08,1.71E-08
Oct 11 2024,2460594.9999537000,750340801,249.17,1.12E-07,1.84E-08
Oct 18 2024,2460601.9999537000,750945601,168.73,8.63E-08,1.52E-08
Oct 25 2024,2460608.9999537000,751550401,129.75,9.11E-08,1.95E-08
Nov 01 2024,2460615.9999537000,752155201,115.13,7.61E-08,1.66E-08
Nov 08 2024,2460622.9999537000,752760001,95.52,6.27E-08,1.57E-08
Nov 15 2024,2460629.9999537000,753364801,127,9.7E-08,2.05E-08
Nov 22 2024,2460636.9999537000,753969601,136.64,9.28E-08,1.76E-08
Nov 29 2024,2460643.9999537000,754574401,50.56,5.59E-08,1.67E-08
Dec 06 2024,2460650.9999537000,755179201,100.5,6.97E-08,1.53E-08
Dec 13 2024,2460657.9999537000,755784001,119.81,9.47E-08,2.01E-08
Dec 20 2024,2460664.9999537000,756388801,210.68,1.85E-07,3.2E-08
Jan 03 2025,2460678.9999537000,757598401,60.2,7.37E-08,1.92E-08
Jan 10 2025,2460685.9999537000,758203201,141.58,6.57E-08,1.23E-08
Jan 17 2025,2460692.9999537000,758808001,213.97,7.83E-08,1.32E-08
Jan 24 2025,2460699.9999537000,759412801,204.3,9E-08,1.56E-08
Jan 31 2025,2460706.9999537000,760017601,51.5,4.74E-08,1.4E-08
Feb 07 2025,2460713.9999537000,760622401,66.68,5.61E-08,1.43E-08
Feb 14 2025,2460720.9999537000,761227201,48.57,4.81E-08,1.4E-08
Feb 21 2025,2460727.9999537000,761832001,71.96,4.91E-08,1.31E-08
Feb 28 2025,2460734.9999537000,762436801,128.52,5.76E-08,1.27E-08
Mar 07 2025,2460741.9999537000,763041601,117.72,7.01E-08,1.49E-08
Mar 14 2025,2460748.9999537000,763646401,47.53,4.96E-08,1.41E-08
Mar 21 2025,2460755.9999537000,764251201,52.98,4.6E-08,1.34E-08
Mar 28 2025,2460762.9999537000,764856001,46.32,6.11E-08,1.72E-08
Apr 04 2025,2460769.9999537000,765460801,120.66,7.57E-08,1.71E-08
Apr 11 2025,2460776.9999537000,766065601,156.74,8.79E-08,1.73E-08
Apr 18 2025,2460783.9999537000,766670401,175.57,9.72E-08,1.81E-08
Apr 25 2025,2460790.9999537000,767275201,56.52,5.13E-08,1.46E-08
May 02 2025,2460797.9999537000,767880001,32.54,4.72E-08,1.86E-08
May 09 2025,2460804.9999537000,768484801,47.99,7.15E-08,2.27E-08
May 16 2025,2460811.9999537000,769089601,129.88,9.85E-08,1.97E-08
May 23 2025,2460818.9999537000,769694401,103.44,7.34E-08,1.69E-08
May 30 2025,2460825.9999537000,770299201,48.97,5.72E-08,1.58E-08
Jun 06 2025,2460832.9999537000,770904001,166.94,1.02E-07,1.92E-08
Jun 13 2025,2460839.9999537000,771508801,161.51,7.9E-08,1.51E-08
Jun 20 2025,2460846.9999537000,772113601,44.51,4.79E-08,1.53E-08
Jun 27 2025,2460853.9999537000,772718401,71.52,5.43E-08,1.46E-08
Jul 04 2025,2460860.9999537000,773323201,201.87,1.2E-07,2.12E-08
Jul 11 2025,2460867.9999537000,773928001,123.88,7.22E-08,1.71E-08
Jul 18 2025,2460874.9999537000,774532801,169.11,1.2E-07,2.14E-08
Jul 25 2025,2460881.9999537000,775137601,130.83,6.9E-08,1.51E-08
Aug 01 2025,2460888.9999537000,775742401,159.82,5.74E-08,1.22E-08
Aug 08 2025,2460895.9999537000,776347201,157.35,7.61E-08,1.43E-08
Aug 15 2025,2460902.9999537000,776952001,200.75,1E-07,1.74E-08
Aug 22 2025,2460909.9999537000,777556801,80.76,5.01E-08,1.44E-08
Aug 29 2025,2460916.9999537000,778161601,69.79,6.71E-08,1.76E-08
Sep 05 2025,2460923.9999537000,778766401,134.04,9.15E-08,1.88E-08
Sep 12 2025,2460930.9999537000,779371201,192.17,1.24E-07,2.1E-08
Sep 19 2025,2460937.9999537000,779976001,247.78,1.09E-07,1.79E-08
Sep 26 2025,2460944.9999537000,780580801,133.41,8.35E-08,1.79E-08
Oct 03 2025,2460951.9999537000,781185601,84.63,7.02E-08,1.65E-08
Oct 10 2025,2460958.9999537000,781790401,137.68,8.9E-08,1.73E-08
Oct 17 2025,2460965.9999537000,782395201,41.1,2.7E-08,9.4E-09
Oct 24 2025,2460972.9999537000,783000001,122.43,7.66E-08,1.73E-08
Oct 31 2025,2460979.9999537000,783604801,82.94,6.64E-08,1.64E-08
Nov 07 2025,2460986.9999537000,784209601,97.19,8.83E-08,2.02E-08
Nov 14 2025,2460993.9999537000,784814401,62.8,7.83E-08,1.99E-08
Nov 21 2025,2461000.9999537000,785419201,77.03,4.88E-08,1.3E-08
Nov 28 2025,2461007.9999537000,786024001,95.32,8.18E-08,1.94E-08
Dec 05 2025,2461014.9999537000,786628801,75.46,4.14E-08,1.22E-08
Dec 12 2025,2461021.9999537000,787233601,83.84,6.56E-08,1.55E-08
Dec 19 2025,2461028.9999537000,787838401,96.2,5.39E-08,1.44E-08
Dec 26 2025,2461035.9999537000,788443201,54.17,4.44E-08,1.46E-08
Jan 02 2026,2461042.9999537000,789048001,59.31,4.04E-08,1.14E-08
Jan 09 2026,2461049.9999537000,789652801,73.33,4.55E-08,1.1E-08
Jan 16 2026,2461056.9999537000,790257601,54.88,4.34E-08,1.18E-08
Jan 23 2026,2461063.9999537000,790862401,66.76,4.12E-08,1.17E-08
Jan 30 2026,2461070.9999537000,791467201,115.95,6.1E-08,1.36E-08
Feb 06 2026,2461077.9999537000,792072001,55.67,3.48E-08,1.11E-08
Feb 13 2026,2461084.9999537000,792676801,41.35,4.32E-08,1.44E-08
Feb 20 2026,2461091.9999537000,793281601,70.88,4.54E-08,1.21E-08
Feb 27 2026,2461098.9999537000,793886401,97.36,4.61E-08,1.14E-08
Mar 06 2026,2461105.9999537000,794491201,97.04,5.1E-08,1.31E-08
Mar 13 2026,2461112.9999537000,795096001,81.74,4.63E-08,1.25E-08
Mar 20 2026,2461119.9999537000,795700801,20.51,3.59E-08,1.86E-08
Mar 27 2026,2461126.9999537000,796305601,23.39,2.81E-08,1.11E-08
Apr 03 2026,2461133.9999537000,796910401,54.32,5.17E-08,1.47E-08
Apr 10 2026,2461140.9999537000,797515201,55.11,6.02E-08,1.66E-08
Apr 17 2026,2461147.9999537000,798120001,12.71,1.68E-08,9.49E-09
Apr 24 2026,2461154.9999537000,798724801,3.47,< 3.97e-8,-
